MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
68,34,4,4,4,4,4,6.5,6.75,5.5,5.166666667,2.666666667,3.9,3.3,1,1,1.75,4.1,42,3.2,4.5,4.5,0,1,Bernie Sanders,2,3,2,2,2,2,2,2,,20,10,30,40,2,14,1,2,2,,"2,3,6,7",3,,8,1,21,0,1,2,2,Sanders,2,1,2
59,37,4,4,4,4,4,4.5,1.5,1,1.166666667,3.266666667,3.7,2,2,5,3,3.7,26,2.2,4,3,1,1,Bernie Sanders,1,1,1,2,1,2,1,,,25,25,25,25,4,10,4,1,2,,"2,3,4,5,6,7",3,,6,1,18,0,1,4,3,Sanders,1,2,2
75,35,4,4,3.5,4,3.875,3.75,3.75,2.75,2.833333333,2.8,3.1,3.7,1.333333333,0,1.25,4.2,,2.2,2.5,3,0,1,bernie sanders,4,4,2,2,2,2,2,2,,20,40,20,20,4,13,3,1,1,,2,3,,1,1,19,0,1,3,3,Sanders,2,1,2
67,30,4,4,4,4,4,7,6.25,4,3.666666667,3.333333333,3.7,3.2,4.333333333,6,2.25,3.5,,3.4,3.75,3.5,0,1,John Kasich,4,3,2,2,2,2,2,2,,25,25,35,15,4,7,1,1,2,,"2,4,6",3,,1,1,19,0,1,4,5,Kasich,2,1,2
49,28,4,3.5,4,3.5,3.75,6,7,5,5.333333333,3.933333333,4.1,2.9,2.333333333,3,1.25,3.4,34,4,2.25,3.5,0,1,none,4,5,2,2,2,2,2,2,,50,25,15,10,5,9,3,1,2,,"2,3,4,5,6",3,,1,1,19,0,1,4,5,neither,2,1,2
43,39,4,4,3.5,4,3.875,5.75,6.5,5.75,4.333333333,2.266666667,3.6,3.2,2,7,3.75,3.2,39,4.2,4.25,4,0,1,n/a,5,5,2,2,2,2,1,2,,30,35,20,15,3,16,4,1,1,,"2,3,4,5,6",3,,2,1,21,0,1,4,5,na,1,1,2
63,37,4,4,4,4,4,5.5,6.25,6.5,4.833333333,3.466666667,3.4,3.4,5.666666667,5,2.5,3.7,40,4,4,3.5,0,1,Sanders,4,4,1,2,1,2,2,2,,25,30,30,15,1,14,2,1,2,,2,3,,5,1,19,0,1,3,4,Sanders,2,1,2
70,42,3.5,4,4,3,3.625,6,6,6,4.833333333,3.2,4,2.9,3.333333333,2,1,3.2,42,4,3.5,4,0,1,No one,4,4,2,2,2,2,2,2,,40,10,20,30,4,7,4,2,2,,"2,3,4,6",3,,1,1,22,0,1,4,5,neither,2,1,2
69,37,3.5,4,3,4,3.625,7,7,7,6,3.066666667,3.6,3.9,3.333333333,6,1.75,2.3,34,3.8,3.75,4,,1,Cruz,5,5,2,2,2,2,2,,,30,40,20,10,4,10,2,4,1,,1,3,,3,1,18,0,1,5,7,Cruz,2,7,2
65,35,2.5,2.5,3,4,3,4.75,5.75,6,5,4.133333333,3,3.2,1,4,3.25,2.8,34,4.2,3.75,3,0,1,Bernie Sanders,4,4,2,2,2,2,2,2,,32.5,32.5,20,15,4,8,3,1,2,,"2,4",3,,6,1,19,0,1,5,5,Sanders,2,1,2
69,32,3,3,3.5,4,3.375,5.75,4,7,4.833333333,3.666666667,3.3,3,1,2,1,1.8,42,2.6,3,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,,,30,35,25,10,5,7,3,1,1,,"3,5,7",3,,7,1,19,0,1,5,6,Clinton,2,1,2
70,42,4,4,4,4,4,3.5,6.5,7,3.666666667,3.533333333,3.4,3.9,5.666666667,4,2,3.4,35,3.4,3.5,5,0,1,Bernie Sanders,5,3,2,2,1,2,2,2,,40,10,30,20,5,8,2,1,2,,"2,3,6,7",3,,7,1,20,0,1,2,1,Sanders,2,1,2
64,40,2.5,4,3.5,3.5,3.375,4.25,6,6.75,4.666666667,3.666666667,3,3.2,2,4,2,2.9,47,1.6,1.25,2.5,0,1,Trump,4,3,2,1,2,2,2,2,,30,10,50,10,4,9,2,4,1,,2,3,,8,1,20,0,1,5,5,Trump,2,1,2
65,34,4,3.5,4,4,3.875,4.75,4.25,4.75,3.166666667,4.466666667,1.8,3.9,2,3,4,2.7,33,3.4,1.75,2.5,0,1,Bernie Sanders,4,4,2,2,2,2,1,,,10,0,80,10,2,9,4,2,2,,"2,4,6",3,,3,1,21,0,1,5,3,Sanders,2,1,2
43,36,3,3,3.5,3,3.125,5,5,2,3.166666667,3.4,3,3,1,3,1.5,3,34,3.2,3,3.5,1,1,Bernie Sanders,4,3,2,2,2,2,2,,,0,0,50,50,2,14,2,2,2,,"2,7",3,,2,1,18,0,1,2,2,Sanders,2,3,2
66,35,3,4,3.5,4,3.625,4.5,3.5,6.5,2.333333333,3.133333333,4.2,2.9,4.333333333,4,1.25,4.4,,3.4,2.75,3,0,1,Sanders,4,3,2,2,2,2,2,2,,27,27,27,19,4,10,3,2,2,,"3,7",3,,2,1,18,0,1,3,3,Sanders,2,1,2
59,45,4,4,3.5,3.5,3.75,1.25,5.75,7,3.5,1.666666667,2.5,3.4,5.666666667,3,2.25,2.6,42,2.2,3.75,1,0,1,none,1,4,2,2,2,2,2,2,,15,0,60,25,3,11,5,2,2,,"2,3,4,5,6,7",3,,2,1,18,0,1,4,4,neither,2,1,2
77,37,3.5,4,3.5,4,3.75,5.5,6,6,6,3.533333333,3.1,3.9,4,4,1,2.4,52,2.2,2.75,2,0,1,not sure yet,4,3,2,1,2,1,1,2,,25,35,25,15,4,7,4,1,2,,"3,5,7",3,,7,1,19,0,1,6,6,dontknow,1,1,2
49,34,3,3,3,3,3,2.5,3.25,5,1.5,2.066666667,4.3,2.5,6,5,2,4.1,,2.6,1,1,0,1,Jill Stein,3,2,2,2,2,2,2,2,,15,15,30,40,2,8,2,2,1,,"2,4",3,,1,1,20,0,1,4,4,Stein,2,1,2
75,38,4,3.5,4,3,3.625,5.5,6.5,7,3,2.733333333,4.2,2.2,3,1,3,4,34,3,3.5,3.5,0,1,Trump,4,3,2,2,1,1,2,2,,50,25,20,5,4,8,5,2,1,,"2,3",3,,1,1,21,0,1,6,6,Trump,2,1,2
63,27,4,4,4,3.5,3.875,4.25,2.75,3.5,3.166666667,3.2,3.8,2.6,4,6,2,2.9,,2,1.5,1,0,1,Trump,1,2,2,2,2,2,2,2,,30,30,25,15,4,2,4,2,1,,2,3,,1,1,21,0,1,6,6,Trump,2,1,2
47,35,2.5,4,1.5,3,2.75,5.5,5.75,4.25,4.5,4.4,2,3.2,2,2,2,2.6,42,1.4,1,2,0,1,No good choice to be honest,1,3,2,2,2,2,2,2,,10,10,40,40,3,10,1,1,1,,"2,3,4,5,7",3,,1,1,19,0,1,4,4,neither,2,1,2
68,35,4,3.5,4,4,3.875,5.5,5.25,4,5,3.4,3.3,3.2,4.333333333,1,2,3.2,42,3.2,2.5,3.5,0,1,Clinton,5,5,2,2,1,2,2,2,,20,20,30,30,4,7,4,2,1,,"2,3,4,6",3,,1,1,20,0,1,3,3,Clinton,1,1,2
77,40,4,3,4,4,3.75,6.25,6,7,5.666666667,3.533333333,3,3.4,3.333333333,5,2.5,2,34,3.4,2,4,0,1,Sanders,4,5,2,2,2,2,2,2,,40,5,50,5,4,12,3,1,2,,"3,7",3,,2,1,18,0,1,2,4,Sanders,2,1,2
73,33,4,4,4,4,4,7,6.25,7,3,4.266666667,4.4,2.8,3,7,1.75,2.4,38,2.2,3.25,3,1,1,Neither,5,5,2,2,2,2,2,2,,22,28,30,20,4,11,3,1,1,,"3,5,7",3,,7,1,17,0,1,2,,neither,2,4,2
58,38,3,3,2.5,3,2.875,3.75,4,3.75,3.833333333,3.866666667,1.4,3.2,4,2,1.25,2,,2.2,1,1,0,1,Bernie Sanders,4,3,2,2,2,2,2,2,,0,0,60,40,1,25,1,1,1,,2,3,,5,1,18,0,1,2,3,Sanders,2,1,2
75,35,4,2.5,3,3,3.125,5.25,4.5,5.5,5.333333333,4,2.2,3.7,7,7,2.75,2.7,,1,1,1,0,1,Bernie,3,4,2,2,2,2,2,2,,35,25,20,20,4,9,1,1,1,,"2,4,6",3,,4,1,18,0,1,2,4,Sanders,2,1,2
66,33,4,4,3.5,4,3.875,7,7,7,4.666666667,2.933333333,3.8,3.3,1.666666667,5,2.5,3,70,3.4,2.5,1,1,1,Hillary,4,4,1,2,2,2,2,2,,25,25,25,25,3,9,2,2,2,,"3,7",3,,2,1,18,0,1,,2,Clinton,2,2,2
61,43,2.5,3.5,3,3.5,3.125,5.75,5.5,5.75,5,4.066666667,3,2.8,3,6,3,3.5,,4.2,2.75,2.5,1,1,clinton,4,4,2,2,2,2,2,,,10,10,50,30,4,7,3,2,2,,4,3,,2,1,20,0,1,6,1,Clinton,2,2,2
61,46,4,3.5,4,3.5,3.75,5.75,6.25,6.25,4.833333333,3.466666667,2.3,2.9,2,0,3.5,3,50,3.6,4,3.5,1,1,Hillary Clinton,3,3,1,1,2,2,2,,,35,50,10,5,4,12,4,1,1,,"2,3",3,,7,1,17,0,1,4,3,Clinton,1,2,2
65,28,3,3,3,3.5,3.125,5.25,5,4.25,4.666666667,3.333333333,3.5,3,4,10,2.5,3.1,42,3.2,4,4,0,1,Donald Trump,4,3,2,2,2,2,2,2,,40,25,20,15,4,11,4,1,1,,"2,3",3,,7,1,21,0,1,6,6,Trump,2,1,2
63,43,3.5,4,3,3.5,3.5,4.5,4,6,3.333333333,3.466666667,3.2,3.3,3.666666667,2,1.5,3.2,,1.8,2.25,2.5,1,1,Hillary,2,3,2,2,2,2,2,2,,30,0,40,30,4,9,4,1,1,,"2,4",3,,2,1,19,0,1,2,2,Clinton,2,6,2
70,36,3,4,3.5,4,3.625,2.75,6.25,6.25,1.666666667,2.066666667,4.5,2.7,1,3,5.5,4.6,34,2.4,3.25,3,0,1,None,2,4,1,2,2,1,2,2,,30,30,30,10,4,10,4,1,2,,"2,4,6",3,,7,1,21,0,1,3,2,neither,1,1,2
76,35,4,3,4,4,3.75,7,7,7,6,5.666666667,3.1,3.9,1,5,1.75,2.1,53,3.8,3.25,4,0,1,Johnston,4,5,,,1,,,,,27,27,27,19,4,9,2,1,2,,"2,3,4,5",3,,2,1,18,0,1,4,5,Johnson,2,1,2
75,38,4,3.5,4,3.5,3.75,4.5,7,7,4.5,3.4,4.8,3.1,3.666666667,3,3.5,3.5,42,5,3.5,4.5,1,1,Bernie Sanders,5,5,2,2,2,2,2,,,15,30,30,25,3,5,3,2,2,,2,3,,1,1,18,0,1,,2,Sanders,2,2,2
78,35,3.5,4,4,3,3.625,4.25,2.25,2.75,4,4,3,2.9,1.666666667,4,2.75,3.6,46,2.6,3.5,4.5,1,1,Clinton,4,4,2,2,2,2,2,,,20,30,40,10,5,9,2,2,2,,1,3,,7,1,18,0,1,2,2,Clinton,2,2,2
71,37,4,3,4,3,3.5,4.75,4.5,4.5,3.833333333,4.2,3.2,2.4,3.333333333,8,4,3,42,3.8,3.5,3,1,1,,4,4,2,2,2,2,2,2,,30,10,50,10,4,11,3,2,2,,"2,3,4,5",3,,5,1,18,0,1,4,,,2,2,2
80,36,4,3,4,3.5,3.625,7,7,7,4.833333333,3.4,2.3,3,3.333333333,0,3,3.1,42,3.6,4.5,4.5,1,1,Hilary Clinton,5,5,1,2,2,2,1,,,22,23,40,15,4,9,2,3,2,,"2,4,6",1,,2,1,18,0,1,,2,Clinton,2,2,2
50,30,3.5,4,3,4,3.625,5,5.5,5.25,5.166666667,4.266666667,4.1,2.7,4.666666667,9,1.5,3.7,,3.2,4.25,3.5,0,1,Donald Trump,4,5,2,2,2,2,2,2,,35,27,24,14,4,11,4,1,1,,1,3,,6,1,18,0,1,7,7,Trump,2,1,2
68,48,4,3,4,3.5,3.625,4.75,3.5,6,4.166666667,3.733333333,2.6,3.9,3,8,2,2.4,34,2.6,2.25,2.5,1,1,The People!,1,2,2,2,2,2,2,,,35,35,30,0,4,11,5,4,1,,1,3,,3,1,19,0,1,,,nonsense,2,2,2
74,48,4,3.5,4,4,3.875,1.25,1,1,6,4.066666667,3.7,3.3,1,4,1.25,1.5,,2,2.75,3,0,1,Bernie Sanders,4,4,2,2,2,2,2,2,,28,28,28,16,5,11,1,1,1,,"2,4",3,,7,1,18,0,1,3,3,Sanders,2,1,2
70,41,4,4,3,4,3.75,4.25,6.25,7,3.5,4.533333333,2.6,3.6,1,3,1,2.6,41,3,2.75,5,0,1,Sanders,3,4,2,2,2,1,2,2,,50,0,25,25,3,12,1,1,1,,2,3,,2,1,24,0,1,1,1,Sanders,1,1,2
59,38,4,3.5,3.5,3,3.5,4.25,2.25,3.5,2.333333333,3.266666667,3.7,2.9,5.333333333,3,2,2.4,34,3,2.25,2.5,0,1,Trump,4,3,2,2,1,1,2,2,,10,15,50,25,4,19,3,2,1,,"3,4",3,,8,1,18,0,1,4,4,Trump,1,1,2
71,37,4,4,4,4,4,6,6,6.75,3.166666667,2.866666667,4.1,2.8,2,2,1.5,3.5,54,4.4,3.5,5,1,1,Hillary Clinton,5,4,2,1,2,2,2,2,,20,15,50,15,4,12,2,1,2,,2,3,,7,1,19,0,1,2,3,Clinton,2,2,2
76,35,3,4,3,3.5,3.375,6,6.75,6.75,5,4.2,4.8,3.4,1.333333333,0,1.5,3.3,22,3,2,1.5,0,1,Trump,4,4,2,2,2,2,1,2,,30,30,30,10,5,7,2,1,2,,"3,5,7",3,,1,1,20,0,1,6,6,Trump,2,1,2
47,40,3.5,3,3,3,3.125,4.25,4.25,5,4,3.8,2.2,3.8,7,12,2.5,2.9,,1.6,2,2,1,1,,5,5,2,2,2,2,2,2,,30,30,35,5,4,11,2,2,1,,"2,3,4,5,6",3,,5,1,20,0,1,,4,,2,2,2
67,41,4,4,4,4,4,6.5,7,7,6.666666667,5.2,3.8,3.5,2.666666667,9,1.5,3.1,,4.8,5,5,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,25,25,25,25,4,10,4,2,2,,"2,4",3,,5,1,21,0,1,3,2,Clinton,2,1,2
70,34,4,4,4,4,4,7,7,7,4,5,3.5,3.6,4.666666667,6,1,1.6,,4,3.5,4,,1,Hillary Clinton,5,5,2,2,2,2,2,,,15,10,35,40,4,14,4,4,2,21,"2,3,4,5",3,,3,1,21,1,2,2,1,Clinton,2,7,2
71,34,4,3.5,3.5,3.5,3.625,5.25,4.25,6,3.833333333,3.733333333,2.3,3.5,1,1,1.5,2.6,,3,3.25,3,1,1,Hillary Clinton,5,5,2,2,2,2,2,,,0,0,50,50,3,12,2,1,2,25,"3,5,7",3,,1,1,25,1,2,4,2,Clinton,2,3,2
53,52,2,4,3,2.5,2.875,7,5.75,7,5.666666667,4.533333333,3.6,3.2,2,2,1.25,3.7,34,3,2.75,3,0,1,Clinton,3,5,2,2,2,2,1,,,20,20,40,20,4,14,1,1,1,35,1,3,,1,1,33,0,2,1,1,Clinton,2,1,2
74,43,4,4,4,4,4,5.75,4.75,6,5.333333333,2.933333333,4.5,2.8,2.666666667,2,1,3.3,40,3.2,3.25,4,0,1,Clinton,4,3,2,2,2,2,2,2,,25,15,50,10,4,10,2,1,2,21,"2,3,4,5,6,7",3,,6,1,21,1,2,2,3,Clinton,2,1,2
52,27,2.5,4,4,4,3.625,7,4.75,4.5,2.5,3.8,4.5,2.5,1,5,2,5,21,1.6,3,3,0,1,Clinton,4,2,2,2,2,1,,,,30,10,50,10,5,12,1,1,2,19,7,3,,4,1,19,1,2,1,3,Clinton,2,1,2
47,32,3.5,3,3,3,3.125,5.5,4.75,4.5,3,3.333333333,3.1,3.1,3,4,1,2.7,,2.8,2.75,3,1,1,Clinton,2,3,2,2,2,2,2,2,,30,20,30,20,4,11,5,1,2,19,"2,3,4,7",3,,1,1,1,1,2,6,6,Clinton,2,3,2
48,34,3.5,4,3.5,3.5,3.625,7,3.5,1,6.666666667,3.066666667,1.9,3.9,2,6,1,2.5,42,1.4,2.5,2,0,1,Hillary Clinton,5,5,2,2,2,2,2,2,,30,40,20,10,5,8,3,1,1,18,"2,4,6",3,,5,1,18,1,2,5,4,Clinton,2,1,2
59,35,3.5,4,3.5,4,3.75,5.25,5.75,4.5,3.666666667,2.6,4.6,2.2,2,0,1,3.4,,2.8,3.5,4,0,1,Gary Johnson,3,3,2,2,2,2,2,2,,20,10,40,30,2,19,1,1,1,18,"2,3,4,5,6,7",3,,2,1,18,1,2,5,5,Johnson,2,1,2
76,32,4,2.5,3.5,4,3.5,6.75,6.5,5.75,5.333333333,4.333333333,2.8,3,1,3,1.5,2.9,,2.6,2.75,3,0,1,Donald Trump,4,5,2,2,2,2,2,2,,33,33,22,12,4,8,1,1,2,20,"2,4,6",3,,5,1,20,1,2,6,6,Trump,2,1,2
61,39,4,2.5,4,4,3.625,7,7,4,5.5,3.333333333,3.1,3.7,2,3,1,1.9,,3,2.25,3,0,1,"Clinton, because third party votes are sometimes referred to as throwaway votes and I did not want to risk that",3,4,2,2,2,2,2,1,"Recovering from ACL surgery, so restricted from certain physical activities",25,30,15,30,3,13,3,1,2,18,"3,5",3,,1,1,18,1,2,2,3,Clinton,2,1,2
62,30,3.5,4,3,4,3.625,6,6.25,6.5,3.666666667,4.4,2.6,3,4,3,3.25,2.4,,3,4.25,2,1,1,Hillary Clinton,4,3,2,2,2,2,2,2,,25,33,33,9,4,12,2,1,1,20,"2,4,6",3,,8,1,20,1,2,4,,Clinton,2,4,2
61,39,4,4,4,4,4,7,7,6.75,5.833333333,4.133333333,3.3,3.2,1,1,1.75,2.2,,3.2,2.75,3.5,0,1,Clinton,1,3,2,2,2,2,2,2,,0,0,50,50,1,14,1,2,2,20,3,3,,7,1,20,1,2,1,1,Clinton,2,1,2
70,34,3,4,4,3.5,3.625,7,4.75,7,7,4,3.3,2.6,2.666666667,7,1.75,3.7,32,3.8,3.25,3,0,1,Neither,5,5,2,2,2,1,2,2,,10,0,60,30,4,10,2,1,2,18,1,3,,5,1,18,1,2,,,neither,2,1,2
62,40,2.5,4,4,4,3.625,3.25,1.75,1.25,3.166666667,3.6,3,2.9,1,2,1.75,3.8,22,3.4,3.75,2.5,,1,Hillary Clinton,4,1,2,2,2,1,2,2,,37,30,10,23,4,12,1,1,2,18,"3,5",3,,1,1,18,1,2,2,3,Clinton,2,7,2
66,33,4,2,3.5,3.5,3.25,6.75,6.75,7,6.333333333,2.333333333,3.2,3.5,4.666666667,3,2.25,3.3,,3.8,4,4.5,0,1,trump,4,5,2,2,2,2,2,2,,20,50,20,10,4,10,3,1,2,18,"3,4,5",1,,1,1,18,1,2,6,7,Trump,2,1,2
63,41,4,4,4,3.5,3.875,5.75,6.75,7,5.666666667,3.4,3.2,3.5,2,3,1.5,3.1,,4.4,3,4.5,1,1,Gary Johnson,2,4,2,2,2,2,2,,,20,20,30,30,4,9,1,1,1,21,"2,3,6",3,,7,1,21,1,2,3,,Johnson,2,6,2
59,37,4,3.5,4,4,3.875,6.25,6.25,6.25,4.833333333,3.733333333,4.3,2.6,4.333333333,3,1.25,3.8,42,3.8,3.75,4.5,,1,Hillary Clinton,4,3,2,2,2,1,1,,,20,25,25,30,5,16,2,1,2,19,1,3,,6,1,19,1,2,2,3,Clinton,1,7,2
76,41,4,4,4,4,4,6,5.25,6,4.333333333,4.266666667,3.6,3.5,2,1,1.5,2.7,42,2,3.25,4,1,1,,1,1,2,2,2,2,2,2,,15,40,25,20,4,11,2,2,2,18,"3,5,7",3,,2,1,18,1,2,2,2,,2,6,2
46,33,4,4,4,3,3.75,5,7,7,4.833333333,3.666666667,3.6,3.1,2,4,2,3.1,42,2.8,3.25,3,,1,Hillary Clinton,2,3,2,2,2,2,2,2,,40,0,20,40,5,10,2,2,2,20,1,3,,1,1,20,1,2,2,2,Clinton,2,7,2
51,37,4,3.5,3,3.5,3.5,6,6.25,4,5.833333333,3.666666667,3.2,2.9,1.666666667,3,1.75,2.7,,4.2,2.5,4,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,25,30,30,15,4,10,2,2,2,18,"2,4,6",3,,8,1,18,1,2,2,1,Clinton,2,1,2
53,34,4,3,4,3.5,3.625,5.75,5.75,5.75,4.333333333,4.533333333,3.4,3,2,3,1.75,2.4,,3.6,3,3,0,1,Clinton,2,3,2,2,2,2,2,2,,40,30,15,15,4,9,2,1,1,18,1,3,,8,1,18,1,2,4,4,Clinton,2,1,2
73,35,3.5,3,3.5,3.5,3.375,6.75,6.25,6.25,4.833333333,4.666666667,3,3,3.333333333,3,1,3,,2.8,1.75,2,1,1,Hillary Clinton,2,3,2,2,2,2,2,2,,5,0,75,20,2,16,3,1,2,19,1,3,,3,1,11,1,2,2,3,Clinton,2,4,2
52,33,3.5,3,4,4,3.625,4.5,6.25,6.75,4,3.733333333,3.9,3,3,8,1.5,2.5,,2.6,2.75,2,,1,Hillary Clinton,2,3,2,2,2,2,2,2,,15,0,45,40,3,14,2,1,1,19,3,3,,1,1,19,1,2,2,2,Clinton,2,7,2
57,35,4,4,4,4,4,5.5,5.5,5.75,5.166666667,3.4,3.6,2.9,2.333333333,1,1,3.2,,3.4,3,3,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,30,35,25,10,3,12,3,4,2,18,1,3,,2,1,18,1,2,3,3,Clinton,2,1,2
73,37,4,4,3,4,3.75,6.5,5.75,5.75,4.166666667,2.866666667,4.5,3.1,1.333333333,7,1.5,3.7,31,2.2,2,3.5,,1,Hillary Clinton,4,5,,,,1,,,,30,25,30,15,4,14,2,1,2,18,1,3,,7,1,18,1,2,2,2,Clinton,1,8,2
67,34,4,4,3.5,3.5,3.75,5.5,4.5,5.75,4.166666667,3.066666667,3.9,2.7,3.666666667,6,2,3.2,,3,3,3.5,1,1,Bernie Sanders,2,2,2,2,2,2,2,2,,25,30,30,15,4,14,2,1,2,18,"2,3,7",3,,8,1,18,1,2,2,2,Sanders,2,3,2
76,37,4,4,3.5,3.5,3.75,6.5,7,6,3.166666667,3.266666667,4.4,3.6,1,0,1,2.7,43,2.8,2.75,2.5,1,1,Hillary Clinton,5,5,2,2,1,2,2,2,,100,100,100,65,5,8,1,1,2,19,"2,3,4,5",3,,3,1,16,1,2,2,1,Clinton,2,3,2
65,37,4,4,4,4,4,6,6,5.75,5.333333333,2.333333333,4.3,3,2.333333333,5,1.75,3,,3.4,2.25,2,0,1,Hillary Clinton,2,2,2,2,2,2,2,2,,20,25,30,25,3,12,2,1,2,19,"3,5,7",3,,4,1,19,1,2,1,1,Clinton,2,1,2
61,39,3.5,3.5,2.5,3.5,3.25,6.5,5.75,5,4.833333333,4.2,3.6,3.5,3,4,1.75,2.8,44,2.2,2.75,3.5,,1,Hillary Clinton,4,4,2,2,2,2,2,1,developmental (Asperser's Syndrome),25,30,25,20,4,14,2,2,1,20,"2,4",3,,1,1,20,1,2,2,2,Clinton,1,7,2
38,28,4,4,4,4,4,6.25,4.75,5,5.666666667,3.333333333,2.6,3,2,0,2.5,2.9,,2,2.5,3,0,1,,2,3,2,2,2,2,2,2,,25,25,25,25,4,12,3,1,1,21,"3,7",3,,1,1,21,1,2,,,,2,1,2
42,32,4,4,4,4,4,5.5,6.75,5.5,5,4,3.1,3,2,4,2.75,3.6,,2,3,4,,1,Hillary Clinton,1,4,2,2,2,2,2,2,,30,35,20,15,4,11,1,2,2,19,"2,3,4,5",3,,7,1,19,1,2,2,1,Clinton,2,7,2
66,29,3,2.5,3,3,2.875,5.5,7,7,5.333333333,3.066666667,3.8,2.6,1,3,2.5,2.2,,3.4,4,4.5,,1,clinton,5,5,2,2,2,2,2,2,,30,30,30,10,4,12,2,1,1,20,2,3,,8,1,20,1,2,4,3,Clinton,2,7,2
57,35,2.5,4,2,3,2.875,6.25,5,2.75,4.333333333,1.866666667,2.6,2.8,4.333333333,2,1,3.1,47,1.4,1,1,1,1,Hillary,3,3,2,2,1,1,2,,,0,0,40,60,2,10,1,1,1,22,"2,4",3,,1,1,22,1,2,3,2,Clinton,1,4,2
71,35,4,2.5,4,4,3.625,7,4.75,6.75,6.666666667,3.533333333,3.7,3,1,4,1.25,2.1,,1.8,2.75,3,0,1,Bernie Sanders,4,5,2,2,2,2,2,,,25,25,25,25,3,11,1,2,1,18,"3,5",3,,7,1,18,1,2,3,3,Sanders,2,1,2
67,36,4,3.5,4,4,3.875,3,7,7,5.166666667,3.2,3.6,2.8,4.666666667,6,2.5,3.3,,2.4,2.25,3.5,1,1,Hillary Clinton,4,3,2,2,2,2,2,2,,25,10,50,15,2,12,2,1,2,18,"2,3,4,5,6,7",3,,6,1,18,1,2,3,2,Clinton,2,3,2
44,33,4,3,3.5,4,3.625,5.5,5.75,4.5,3.5,2.6,3.6,2.5,2.333333333,3,1.5,3.3,38,2.8,2.25,3,1,1,Hillary Clinton,3,2,2,1,2,2,2,,,20,10,40,30,3,15,1,2,2,18,"2,3,4,5,6",3,,8,1,17,1,2,3,,Clinton,2,4,2
57,33,3.5,3,2.5,3.5,3.125,4.75,6.25,6.5,4.166666667,3.4,2.8,2.7,1.666666667,1,2.25,2.8,47,3.8,3.25,3.5,0,1,Clinton,1,4,1,1,2,1,2,,,10,15,40,35,3,14,4,1,2,18,1,3,,5,1,18,1,2,1,2,Clinton,2,1,2
68,37,4,2.5,3.5,3.5,3.375,6,5.75,5.75,4.666666667,4.066666667,3.4,3.2,1.333333333,4,1.75,2.6,42,3.8,3.25,2.5,0,1,Hillary Clinton,2,3,2,2,2,2,2,2,,40,15,40,5,3,10,2,1,2,18,"2,3,4,5,6",3,,6,1,18,1,2,2,2,Clinton,2,1,2
65,37,3.5,4,3,2.5,3.25,4.5,5,5.25,3,3.866666667,3.1,3.2,4,8,1.5,3.4,41,4,2.25,4.5,1,1,I don't have the riht to vote.,3,3,,1,,,,,,30,12,20,38,2,12,3,1,1,20,3,3,,4,1,1,1,2,,,CannotVote,2,4,2
66,35,3.5,4,3,3,3.375,5.25,6,6,4.666666667,3.8,4,3.1,2.666666667,5,5.75,3.5,42,3.6,3.75,5,,1,Clinton,3,2,,1,1,,,,,25,25,30,20,3,8,1,1,2,18,5,3,,3,1,18,1,2,2,1,Clinton,1,7,2
65,32,3,4,3,3.5,3.375,4.75,5.25,2.5,3.333333333,2.333333333,2.5,2.7,1.666666667,1,2.75,2.8,58,3.4,2.5,4,0,1,Bernie Sanders all the way. Bernie Sanders 2020.,2,3,2,2,2,2,1,2,,30,20,20,30,5,8,2,1,1,18,"2,3",3,,3,1,18,1,2,2,2,Sanders,2,1,2
56,32,4,4,4,4,4,2.25,6.5,4.75,2.166666667,4.266666667,3.2,3.1,1,3,2.25,3.5,,3.8,3.25,3,,1,Hillary Clinton,2,3,2,2,2,2,2,2,,30,30,30,10,5,15,1,2,2,18,"2,4,6",3,,4,1,18,1,2,2,1,Clinton,2,7,2
47,34,4,3.5,4,4,3.875,2.5,5.5,4.5,2.833333333,3.866666667,3.6,3.2,1,5,3.25,3.2,27,3.2,3.5,2.5,,1,"None of them, I'm an anarchist.",1,2,2,2,2,1,2,2,,20,20,20,40,3,19,1,1,2,18,"2,4",3,,8,1,18,1,2,1,,neither,1,7,2
