MoAimportSUM,MoAachieveSUM,IDEA8_exp,IDEA8_negativity,IDEA8_identity,IDEA8_between,IDEA8All,PSS_Family,PSS_Friends,PSS_Special,SWBscale,MindfulnessScale,BelongingScale,EfficacyScale,Exploitiveness,NPItot,Transgressions,Stress,PosDisabilityIdentity,SocMedia_maintain,SocMedia_newconnect,SocMedia_information,RaceDichotomized,EducationDichotomized,president,usdream_1,usdream_2,PhysicalDis,SensoryDis,LearningDis,PsychiatricDis,ChronicHealthDis,OtherDis,OtherDisSpecify,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage3,marriage4,marriage5,sex,age,sibling,armedservices,yearsservices,income,USresidency,USresidencyyears,EA_Status,Election_date,Political_views,Party_affiliation,President_coded,DisabilityIdentity,RaceCoded,EducationCoded
70,38,3,3,3.5,4,3.375,2.75,4.75,2.5,3.333333333,4.266666667,3.5,2.9,1.333333333,2,1,2.7,,3,2.75,2,1,1,Clinton,4,4,2,2,2,2,2,2,,35,25,25,15,5,12,3,2,2,19,"2,4,6",3,,5,1,19,1,2,3,3,Clinton,2,4,2
70,39,4,3,4,4,3.75,7,5.75,6.5,6,4.6,2.5,3.5,2.333333333,3,3,2.8,49,3.2,4,4,0,1,Donald J. Trump,5,5,2,1,2,2,2,,,15,20,45,20,4,11,4,1,1,22,1,3,,2,1,22,1,2,6,5,Trump,2,1,2
65,33,3.5,3,3,3.5,3.25,7,5.25,2.25,4.5,4.133333333,1.8,3.5,4,4,5.5,3.6,,2.8,3.25,3,0,1,Trump,5,5,2,2,2,2,2,,,50,10,20,20,4,9,4,1,2,18,"3,5",3,,4,1,18,1,2,6,6,Trump,2,1,2
65,34,4,3.5,3,4,3.625,5.5,5.25,1,5,4.333333333,3.8,2.7,1,1,1,2.1,46,2.6,2.75,4,1,1,Clinton,3,5,,,1,1,,,,3,75,20,2,2,14,1,1,2,18,"2,4,6",3,,7,1,18,1,2,2,1,Clinton,2,2,2
77,38,4,3.5,3.5,4,3.75,6.25,6.75,6.75,5.5,4.2,3.2,3.1,1,2,2,3,47,3.4,4.5,5,0,1,Jill Stein,2,3,2,2,2,1,2,2,,25,25,30,20,4,10,1,2,1,18,"2,4,6",3,,2,1,18,1,2,1,3,Stein,2,1,2
54,40,4,4,4,4,4,5,5.5,2,5.666666667,2.933333333,2.8,4,1.666666667,2,1.75,2.3,,3.8,4,4,0,1,Secretary Clinton,1,1,2,2,2,2,2,2,,0,0,50,50,1,16,1,1,2,21,"2,3,4,5,6",3,,6,1,21,1,2,1,1,Clinton,2,1,2
69,34,3,3.5,2.5,3,3,6.5,5.75,6,5,4.533333333,3.4,2.9,1,1,1,2.6,,3.4,2.75,3.5,1,1,Hillary Clinton,1,1,2,2,2,2,2,2,,5,40,40,15,3,26,3,1,2,19,"3,5,7",3,,1,1,19,1,2,3,2,Clinton,2,4,2
45,32,4,4,4,3.5,3.875,5.5,4.25,5,3.333333333,3.6,4.1,2.4,2.333333333,4,1.25,3.8,27,1.6,2.5,2.5,0,1,Hillary Clinton,4,3,2,2,2,1,2,,,20,25,25,30,3,10,2,1,2,18,"3,5,7",3,,7,1,18,1,2,2,3,Clinton,2,1,2
59,33,3.5,3,3.5,4,3.5,4.25,5.25,4.75,5.166666667,3.333333333,3.9,2.9,1,3,1,2.9,,4,3,3,0,1,Hillary Clinton,3,3,2,2,2,2,2,,,10,10,35,45,3,14,1,1,2,19,1,3,,8,1,19,1,2,2,1,Clinton,2,1,2
64,34,4,3.5,3.5,4,3.75,5.5,7,7,4.5,3.933333333,3.1,3.1,3,3,1,2.9,,3.4,4,4,,1,Hilary Clinton,2,2,2,2,2,2,2,2,,15,40,30,15,2,14,2,4,2,21,"2,3",3,,4,1,21,1,2,3,3,Clinton,2,8,2
43,35,3.5,3.5,3.5,4,3.625,5.25,3.75,4.75,2.5,4.4,2.9,2.4,2,3,2.25,3.6,32,2,2.25,3,0,1,Clinton but preferred Sanders,1,1,2,2,2,1,2,,,0,0,50,50,2,26,1,1,2,18,"3,5",3,,1,1,10,1,2,2,2,Sanders-Clinton,2,1,2
66,29,3.5,4,4,4,3.875,6.5,7,7,3.333333333,3.466666667,4.3,2.8,2,6,1.25,3.8,,3.6,3,3,0,1,Clinton,2,3,2,2,2,2,2,2,,30,40,20,10,4,13,1,1,2,18,3,3,,7,1,18,1,2,1,1,Clinton,2,1,2
59,40,3,3.5,3.5,4,3.5,4,6,7,5.5,3.466666667,2.9,3.2,1.333333333,2,1.5,2.9,47,3,2.25,2,,1,Hillary Clinton,3,4,1,1,2,2,2,2,,35,25,25,15,4,16,1,1,2,18,"2,3,4,5",3,,1,1,18,1,2,2,2,Clinton,2,7,2
51,30,4,4,3,4,3.75,3.25,6.5,5.5,3.333333333,2.933333333,3.8,3,3.666666667,1,1.5,3.8,42,2.4,5,5,0,1,"Bernie Sanders, then Hillary Clinton",1,1,2,2,2,2,2,2,,30,0,40,30,3,14,2,2,2,19,"3,5,7",3,,7,1,19,1,2,2,2,Sanders-Clinton,2,1,2
78,40,4,3,4,4,3.75,7,7,7,5.5,4.6,3.3,3.9,1,1,2.25,2.5,42,3,3,3,,1,Hillary Clinton,4,4,2,2,2,2,2,2,,25,25,25,25,5,10,2,1,3,18,"3,5,7",3,,1,1,18,1,2,2,3,Clinton,2,7,2
47,38,3.5,3.5,4,3.5,3.625,4.75,6.25,7,3,3.533333333,3.8,2.8,3.333333333,2,1.75,3.6,27,1.8,2.75,2.5,0,1,Hillary,3,3,2,2,2,1,2,2,,30,5,30,35,4,8,1,2,2,18,"2,4,6",3,,1,1,18,1,2,2,1,Clinton,2,1,2
71,38,3,4,4,3.5,3.625,4.25,5.5,5,2.833333333,2.8,3.8,3.2,1,5,1,3.3,,2.8,2.75,4,0,1,Hillary Clinton,1,3,2,2,2,2,2,,,25,25,40,10,4,14,1,2,2,20,"2,3,5",3,,3,1,20,1,2,2,1,Clinton,2,1,2
72,36,4,3,4,4,3.75,7,6.25,5,6.166666667,4,2.8,3.6,1,2,1,2.4,,3.4,3.25,2.5,0,1,Neither,4,5,2,2,2,2,2,2,,30,30,25,15,4,11,2,1,2,21,"3,5,7",3,,6,1,21,1,2,5,5,neither,2,1,2
68,40,3,3.5,3,3,3.125,6,7,7,4.333333333,3.733333333,3.5,3.1,1,2,1.25,3.1,42,3.6,2.75,3,0,1,Hillary Clinton,2,3,2,2,2,2,2,,,2,18,50,30,2,14,1,1,2,20,"3,5,7",3,,7,1,20,1,2,1,1,Clinton,2,1,2
69,36,4,3,4,4,3.75,6.75,7,5.75,5.833333333,4.066666667,3.4,3.9,2,7,2,2.4,48,3.6,4.5,3.5,0,1,Clinton,4,4,2,2,1,2,2,2,,90,100,100,100,4,11,2,1,2,19,"3,5",3,,1,1,19,1,2,2,2,Clinton,2,1,2
69,40,4,4,4,4,4,5.25,4.75,6,7,3.4,3,3.3,1,4,1.25,3,43,3,1.75,3,1,1,Hillary Clinton,4,5,2,2,2,2,2,2,,30,40,25,5,4,9,2,1,2,20,"3,5",3,,2,1,20,1,2,2,2,Clinton,2,3,2
63,51,4,4,3,4,3.75,7,7,7,4,3.666666667,3.2,3,4.666666667,6,1.75,2.8,42,3.4,4,3.5,,1,Hillary Clinton,4,4,2,2,1,2,2,2,,40,30,20,10,4,9,3,1,1,21,"3,5,7",3,,2,1,21,1,2,4,5,Clinton,2,7,2
66,39,4,4,4,4,4,7,5.75,7,6,3.6,4,3.1,1,2,2,2.9,49,3.2,3.75,4,0,1,Donald Trump,4,5,1,1,2,2,2,2,,30,30,30,10,5,10,3,3,2,18,"2,4,6",3,,1,1,18,1,2,6,7,Trump,1,1,2
58,35,4,4,3.5,3.5,3.75,2.25,6,6,1.833333333,3.8,4.7,2.3,1,3,2,4.5,19,3.2,3.25,3.5,0,1,Clinton,2,3,,,,1,,,,30,0,50,20,4,9,3,2,2,18,1,3,,8,1,18,1,2,2,1,Clinton,1,1,2
62,34,4,3.5,3,2.5,3.25,7,3.75,7,4.666666667,4,4.4,2.5,1,3,1,3.2,33,2.2,3,4,0,1,Gary Johnson,3,4,,,,1,,,,15,30,40,15,4,15,2,1,2,19,"2,3,4,5",3,,1,1,19,1,2,4,4,Johnson,1,1,2
60,39,3,4,3.5,4,3.625,5.75,4,7,4,4.2,3.4,2.4,1,1,1.5,3.6,43,3.4,2.75,3,0,1,Evan McMullin,3,3,2,2,2,1,2,2,,35,35,10,20,5,5,4,1,2,18,"2,3,4,5,6,7",3,,6,1,18,1,2,4,5,McMillan,2,1,2
59,36,4,4,4,4,4,6,6.5,7,6.5,3.266666667,3.8,3.8,1,7,1.75,2.8,,3.8,4.5,5,0,1,Hillary Clinton,2,5,2,2,2,2,2,2,,0,0,60,40,1,11,1,1,2,18,"2,3,4,5",3,,8,1,18,1,2,2,2,Clinton,2,1,2
42,25,4,3,2.5,3.5,3.25,7,6,7,4.5,2.933333333,3.9,3,1.666666667,4,1.25,3.5,,1,1,1,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,35,35,20,10,5,7,4,1,1,18,"3,5",3,,7,1,18,1,2,4,2,Clinton,2,1,2
46,30,4,3,4,4,3.75,6,6,6.5,4.166666667,3.8,3.7,2.9,2,1,1.25,2.7,42,3.6,3,4,0,1,Hillary Clinton,2,3,2,2,2,2,2,2,,10,40,30,20,2,17,1,1,2,21,"2,4,6",3,,3,1,21,1,2,1,1,Clinton,2,1,2
51,32,3.5,3.5,4,3.5,3.625,6.25,5.75,6.25,5,4.066666667,4.3,3.1,1.333333333,3,1.75,2.7,,2.6,3,5,0,1,Hillary Clinton!,2,3,2,2,2,2,2,2,,30,40,20,10,4,11,2,1,2,20,1,3,,1,1,20,1,2,1,1,Clinton,2,1,2
68,39,3.5,2.5,3.5,3.5,3.25,5.5,6,6.5,4.666666667,4.866666667,2.6,3.3,1,5,1.25,2.2,44,2,2,2,0,1,Neither,4,5,2,2,2,2,2,2,,35,35,10,20,5,8,3,1,2,19,"2,4",3,,7,1,19,1,2,6,5,neither,2,1,2
78,35,4,4,4,4,4,7,7,4,3.166666667,2.066666667,4.4,3.4,1,4,2,3.3,34,4.4,5,5,0,1,Clinton,5,4,2,2,2,2,2,2,,30,30,20,20,4,8,2,1,2,19,1,3,,6,1,19,1,2,2,2,Clinton,2,1,2
66,26,3,3,3,3,3,3.25,3,3,3.166666667,3.2,3.4,2.1,2,4,2,4.2,32,2,2,2,1,1,hillary,3,3,2,2,2,1,2,,,30,20,20,30,3,9,1,1,2,19,5,3,,1,1,19,1,2,,,Clinton,2,4,2
68,36,4,4,4,4,4,7,7,7,5.666666667,4.066666667,3.8,2.9,1.666666667,0,1,2.7,,2,1.25,4,0,1,Hillary Clinton,1,1,2,2,2,2,2,2,,25,25,25,25,4,11,1,1,2,19,"3,5",3,,1,1,19,1,2,1,1,Clinton,2,1,2
58,31,3.5,3,3,3.5,3.25,5.75,6,2.75,5,3.933333333,4,3,3.333333333,1,1,3,45,2.4,1.25,2.5,,1,I didn't support any candidate.,4,3,,1,,,,,,27,30,28,15,3,12,3,1,1,18,"2,3,6,7",3,,5,1,18,1,2,4,,neither,2,7,2
72,35,3.5,3.5,4,3.5,3.625,5.75,6.5,1,4.833333333,3.866666667,4,3.3,3.666666667,8,1.25,3.7,,4.4,4.5,3,1,1,Hilary Clinton,4,3,2,2,2,2,2,,,5,5,60,30,3,10,4,1,2,18,"2,4",3,,1,1,18,1,2,,,Clinton,2,4,2
66,37,4,4,4,4,4,7,7,7,6.166666667,4.466666667,3.2,3.9,1,3,2,2.7,,2.4,2,2,0,1,Clinton,1,2,2,2,2,2,2,2,,0,0,50,50,1,14,1,1,2,20,3,3,,7,1,20,1,2,1,1,Clinton,2,1,2
75,38,3.5,4,4,4,3.875,4.5,7,7,3.833333333,3.666666667,2.8,2.6,1,1,1.25,3.2,42,2.6,3,3,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,25,25,30,20,4,10,2,2,2,18,"2,3,4,5",3,,3,1,18,1,2,2,3,Clinton,2,1,2
54,34,4,4,3,4,3.75,6.25,6.5,6.5,6.833333333,4.533333333,3,3.7,4,9,1,3.5,,1.8,3.75,3.5,0,1,I didn't vote,5,4,2,2,2,2,2,2,,40,20,20,20,4,11,4,1,1,22,"2,4",3,,2,1,22,1,2,6,7,notvote,2,1,2
65,36,4,4,4,3.5,3.875,3.75,6.75,7,3.666666667,2.666666667,4,3,2.333333333,1,2,3.9,47,2.8,3.5,4,0,1,Hillary Clinton,4,3,2,2,2,1,2,2,,30,30,20,20,4,9,3,2,2,20,"2,3,4,5",3,,7,1,20,1,2,2,2,Clinton,2,1,2
69,38,4,4,4,4,4,5.75,7,6,4.333333333,3.4,3.4,2.9,1,2,1,2.8,,2,2.75,2.5,1,1,Hillary Clinton,4,5,2,2,2,2,2,2,,20,30,30,20,3,9,1,1,2,19,"2,4,5,6,7",3,,4,1,16,1,2,2,3,Clinton,2,3,2
77,56,3.5,4,3.5,4,3.75,5,5.5,3,2.833333333,3.133333333,2.8,3.4,1,1,1,3.3,,2.8,3.5,3,1,1,Hilary Clinton,4,4,2,2,2,2,2,2,,40,30,20,10,5,8,2,1,1,18,2,3,,1,1,18,1,2,4,2,Clinton,2,4,2
72,35,3,4,3,3.5,3.375,5,3.75,2.5,3.166666667,2.4,3.7,3,1,2,2,3.1,,3.8,2,3.5,,1,Hillary Clinton,3,3,2,2,2,2,2,2,,30,20,30,20,4,9,3,1,2,18,"2,4",3,,1,1,18,1,2,2,1,Clinton,2,7,2
48,33,4,3.5,3.5,3.5,3.625,7,7,7,5,4.533333333,2.9,2.7,1,3,1.5,2.7,,3.6,2.25,2.5,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,40,40,10,10,4,12,4,1,1,18,"3,5,7",3,,1,1,18,1,2,3,2,Clinton,2,1,2
60,32,3.5,4,3,4,3.625,6,6,6.75,3.166666667,2.733333333,3.8,2.8,4,3,1.25,4.3,30,3.8,2,4,,1,No one,3,3,2,2,1,2,2,2,,100,100,100,100,5,26,1,1,2,19,"2,3,4,5,6,7",3,,8,1,19,1,2,4,5,neither,1,7,2
52,34,3,3.5,3.5,4,3.5,6.5,4.75,5.5,5.166666667,3.8,2.6,2.9,3.666666667,8,1.75,1.9,34,2.8,4,4.5,0,1,Donald Trump,4,4,2,2,2,2,2,2,,20,10,60,10,4,8,5,1,1,19,4,3,,1,1,19,1,2,6,7,Trump,2,1,2
57,30,3,4,4,4,3.75,6.5,5,4,4.5,3.733333333,2.3,2.5,3,2,1.25,2.7,42,2.2,1.25,3.5,1,1,Hillary Clinton,2,2,2,2,2,2,2,,,10,30,30,30,3,10,2,1,2,18,"5,7",3,,1,1,18,1,2,2,2,Clinton,2,2,2
59,40,4,4,4,4,4,4.25,5.25,7,5.166666667,4.8,3.1,3.1,2,4,1.5,3.6,64,3.6,3,5,1,1,Hillary Clinton,2,4,2,2,2,1,2,2,,30,20,20,30,4,13,2,1,2,19,"2,3,4,5,6,7",3,,4,1,19,1,2,1,3,Clinton,2,6,2
72,36,3.5,4,3.5,3,3.5,6.25,6.25,7,5.166666667,3.866666667,4.7,2.7,1,1,1.25,3.3,53,3,2,4.5,,1,Hillary,4,4,2,2,1,1,2,2,,36,36,14,14,5,11,1,2,1,21,"1,2",3,,6,1,21,1,2,1,1,Clinton,1,7,2
64,38,4,4,4,4,4,6.25,6.75,7,5.166666667,4.2,3.1,3.3,2.333333333,6,1.25,2.8,,3.6,2.5,4,0,1,"not trump, thats for sure",1,4,2,2,2,2,2,2,,30,25,25,20,4,10,3,3,2,18,2,3,,4,1,18,1,2,4,3,Anti-Trump,2,1,2
57,36,4,4,4,3.5,3.875,6.75,5.5,7,5.833333333,2.266666667,3.7,3.1,1,1,1,2.7,,3.8,3.25,3,0,1,Clinton,1,3,2,2,2,2,2,2,,5,5,50,40,2,11,1,2,2,19,2,3,,1,1,19,1,2,2,2,Clinton,2,1,2
63,40,4,4,4,4,4,7,7,7,3.333333333,1.733333333,4.4,3.5,1,4,3,4,34,4.8,4.5,5,0,1,Gary Johnson,5,5,2,2,2,2,2,2,,30,0,40,30,5,26,1,2,1,18,1,3,,6,1,19,1,2,4,5,Johnson,2,1,2
57,36,3,3.5,4,4,3.625,7,5.75,6.25,2.833333333,3.6,4.2,2.8,1,2,1.25,3.8,,3.6,2.25,3.5,0,1,"Bernie Sanders in primary, Hillary Clinton in general",3,3,2,2,2,2,2,2,,20,25,35,20,4,7,3,1,2,19,1,3,,5,1,19,1,2,3,2,Sanders-Clinton,2,1,2
68,36,4,3.5,4,4,3.875,5,6,2.75,5.833333333,4.933333333,4.2,3.6,1.333333333,6,2.25,3.1,,4,4.25,4,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,50,25,15,10,4,12,2,1,2,18,"2,4,6",3,,7,1,18,1,2,2,2,Clinton,2,1,2
56,32,4,4,4,3.5,3.875,5.75,5.5,6,4.666666667,3.866666667,3.8,2.4,2.333333333,6,1.5,4,43,3.4,3,3,0,1,Hillary Clinton,4,4,2,2,1,1,2,1,Slow Processing Speed,22,18,35,25,4,13,2,2,1,18,"2,3,6,7",3,,1,1,18,1,2,2,2,Clinton,1,1,2
72,46,3.5,4,3.5,4,3.75,6,4,6.75,3.5,4.333333333,3.6,3,1,0,2,3.2,,3.8,4.5,4,,1,Hillary Clinton,3,3,2,2,2,2,2,2,,25,30,25,20,3,9,2,4,2,19,"1,3",3,,1,1,19,1,2,2,2,Clinton,2,7,2
74,38,4,4,3.5,4,3.875,7,5.75,6.75,6.166666667,4.066666667,3.5,2.9,3,8,3.25,2.9,,2.8,2,3,1,1,Clinton,2,3,2,2,2,2,2,,,20,20,40,20,4,4,1,2,2,20,1,3,,2,2,,1,2,3,,Clinton,2,3,2
73,36,4,4,3.5,3.5,3.75,5.5,5.75,6.75,4.333333333,2,4.3,3.2,4.666666667,10,4.5,3.6,38,4.2,4.5,5,1,1,Trump,4,3,2,2,2,2,2,,,30,30,20,20,5,8,4,1,2,18,1,3,,8,1,18,1,2,4,5,Trump,2,4,2
70,36,4,4,4,4,4,6,7,7,6.333333333,4.6,3.8,3.4,2,5,1,2.6,34,2.8,3,3,0,1,,5,5,2,2,2,2,2,2,,10,10,50,30,4,12,1,1,2,18,3,3,,1,1,18,1,2,5,5,,2,1,2
60,34,4,3,4,3.5,3.625,6.75,6.25,5,3,4.133333333,3.7,2.9,1.666666667,2,1,3.5,,2.8,3,2,0,1,Hillary Clinton,3,4,2,2,2,2,2,2,,20,10,40,30,3,10,1,1,2,19,1,3,,1,1,19,1,2,4,,Clinton,2,1,2
73,30,4,4,4,4,4,5,6,5.75,4.5,2.666666667,3.2,3,1.666666667,1,2.5,3.6,,3.8,3.75,4,0,1,Hillary Clinton,4,4,2,2,2,2,2,2,,10,40,30,20,3,11,2,1,2,18,2,3,,8,1,18,1,2,3,2,Clinton,2,1,2
61,38,4,3.5,3.5,4,3.75,7,7,3.75,5.666666667,4.866666667,3.2,3.7,3.666666667,4,1.5,2.3,,2.6,4.25,4,1,1,Bernie Sanders,2,3,2,2,2,2,2,2,,30,30,30,10,4,9,1,4,1,21,"3,5",3,,4,1,21,1,2,3,2,Sanders,2,3,2
76,52,3.5,3,3,4,3.375,6.25,6,7,4.833333333,5.666666667,2.9,3.7,2,6,1,2.9,,2.8,2.75,4.5,,1,Clinton,1,2,2,2,2,2,2,2,,35,40,15,10,4,12,1,2,1,18,1,3,,2,1,18,1,2,2,1,Clinton,2,7,2
51,36,4,4,4,4,4,6,5.75,6,6.666666667,3.733333333,3.5,3.6,2.333333333,6,1.75,2.6,34,3,4.25,2.5,,1,Hillary Clinton,3,3,2,2,2,2,2,2,,0,0,20,80,5,9,1,1,1,19,"2,4,6",3,,7,1,19,1,2,2,2,Clinton,2,7,2
62,31,4,3.5,3.5,4,3.75,6.5,4.75,5.25,3,3.733333333,4.2,2.1,1.666666667,1,1,3,27,2,2.5,3,0,1,Hillary Clinton,4,4,2,2,2,1,2,2,,35,25,25,15,4,14,3,1,1,19,"2,4",3,,6,1,19,1,2,2,2,Clinton,2,1,2
73,36,4,4,4,4,4,6.25,6.25,4.75,5.333333333,3.2,4.2,3.3,4.333333333,8,1.25,3.5,44,3.4,3.5,3.5,,1,Hillary Clinton,4,4,2,2,2,2,2,,,20,35,40,5,4,12,3,2,2,19,"3,5,7",3,,4,1,19,1,2,2,3,Clinton,2,7,2
50,34,4,3,2,3.5,3.125,4.25,7,5.5,4.166666667,3.8,2.3,3.1,2,2,2.75,2.8,54,1,1,1,0,1,Bernie Sanders,4,3,2,2,1,2,2,2,,25,20,40,15,3,11,1,1,1,18,"2,4",3,,1,1,18,1,2,,,Sanders,1,1,2
32,44,3,3,3,3,3,6.75,5.25,4.75,4.333333333,3,3.8,3,4.333333333,3,2.25,3.6,,3.2,2.75,3,0,1,Clinton,2,2,2,2,2,2,2,2,,20,20,40,20,4,13,1,1,2,18,"2,3,4,5,6,7",3,,7,1,18,1,2,2,1,Clinton,2,1,2
79,47,3.5,4,3,3.5,3.5,6,6,7,1.833333333,5.133333333,2.1,3.9,4,5,5.5,3.7,32,3.6,3.25,2.5,,1,None,5,4,2,2,1,2,2,2,,30,30,30,10,5,9,4,1,1,20,3,3,,2,1,20,1,2,4,4,neither,1,7,2
56,37,3.5,3,3,3,3.125,6.5,6,5,5.5,4.8,3,3.2,2.333333333,7,2.5,2.5,,3.4,4.25,3,0,1,Donald Trump,5,5,2,2,2,2,2,2,,25,25,30,20,4,9,3,2,1,18,"3,5",3,,5,1,18,1,2,4,2,Trump,2,1,2
49,37,4,4,4,4,4,6,6.25,7,4.333333333,4.066666667,3.7,2.5,1.333333333,0,1,2.8,34,2.8,1.5,2.5,,1,Bernie Sanders,3,4,,,1,,,,,25,30,30,15,4,9,2,1,2,18,"2,4,6",3,,6,1,18,1,2,2,2,Sanders,2,7,2
62,34,4,4,4,4,4,6.25,6.5,4,3.166666667,3.733333333,4.1,2.9,1.333333333,0,1.75,2.9,,3.6,3.75,3.5,0,1,Hillary Clinton,4,3,2,2,2,2,2,2,,26,18,30,26,4,12,1,2,1,19,2,3,,1,1,19,1,2,2,1,Clinton,2,1,2
52,30,3.5,4,3.5,4,3.75,3.5,5.5,2.5,3.833333333,3.133333333,4,2.7,1,1,1,3.2,,2.8,2.5,3.5,0,1,"Sanders, but then Clinton",1,3,2,2,2,2,2,2,,0,0,50,50,1,14,2,1,3,18,"3,7",3,,1,1,18,1,2,1,1,Sanders-Clinton,2,1,2
69,38,3.5,3.5,3,3,3.25,6,5.75,6,3.833333333,3.866666667,3.4,2.8,3,3,2,2.7,,2.8,3.25,3.5,1,1,,3,3,2,2,2,2,2,2,,30,30,30,10,4,12,3,1,1,21,2,1,2,1,1,1,1,2,,,,2,4,2
69,38,3,3.5,2.5,4,3.25,6.5,5.5,7,6,4.8,3.9,2.8,2,7,3,2.8,,3.4,3.5,2,0,1,Darrell Castle,4,4,2,2,2,2,2,,,35,30,15,20,4,10,5,1,2,19,"2,3,4,5,7",3,,4,1,19,1,2,5,6,nonsense,2,1,2
72,32,4,4,4,4,4,5,6.25,5.75,3.666666667,2.666666667,5,2.9,3.666666667,4,5.5,3.6,40,3.6,4,4,,1,Hillary Clinton,4,4,2,2,2,2,2,2,,20,20,40,20,5,11,5,2,2,18,"2,3,6,7",3,,1,1,18,1,2,3,3,Clinton,2,7,2
61,31,4,3.5,4,3.5,3.75,1,7,6.25,3.333333333,3.2,4.5,3,4,5,3,3.5,,2.8,2.75,4,0,1,I did not vote,3,3,2,2,2,2,2,2,,0,0,50,50,1,14,3,1,1,18,"2,6",3,,4,1,18,1,2,4,4,notvote,2,1,2
70,41,3.5,3,4,3.5,3.5,7,7,5.25,5.5,3.6,2.8,3.5,4.666666667,2,1,2.3,42,2.6,3.5,4,1,1,Hillary Clinton,3,3,2,2,2,2,2,2,,20,30,30,20,3,14,2,2,2,18,"2,4,6",3,,1,1,18,1,2,4,4,Clinton,2,5,2
47,35,4,4,3,4,3.75,6.5,6.75,7,5.333333333,3.933333333,3.8,3.5,3.666666667,6,2,3.2,42,2.8,2.5,3,0,1,Neither,3,4,2,2,2,2,2,2,,0,0,40,60,1,10,1,1,1,18,1,3,,1,1,18,1,2,4,4,neither,2,1,2
43,32,4,4,4,4,4,6.5,6.5,6.75,5.333333333,3.666666667,4,3,1,5,1.25,3.3,53,2.6,3.5,5,0,1,Hillary Clinton,2,3,2,2,2,1,2,,,20,10,50,20,4,16,2,1,2,18,"3,5,7",3,,7,1,18,1,2,2,2,Clinton,1,1,2
70,35,4,4,3,4,3.75,4.75,5.25,6.75,4.666666667,3.533333333,3.4,3,4,8,1.25,3.7,,4.2,2.5,5,1,1,Hillary Clinton,1,3,2,2,2,2,2,2,,25,20,25,30,5,19,3,4,1,18,"2,3,6,7",3,,7,1,18,1,2,3,2,Clinton,2,2,2
45,34,4,3.5,3.5,3,3.5,6.75,6,6.25,3.666666667,3.666666667,3.1,2.9,3.333333333,6,1,2.9,,2.4,2.25,2.5,1,1,Hillary Clinton,2,3,2,2,2,2,2,2,,20,20,40,20,4,12,3,2,1,19,3,3,,1,1,19,1,2,3,3,Clinton,2,4,2
70,38,4,4,4,4,4,7,7,7,4.5,4.466666667,3.2,4,6.333333333,8,2.25,3.5,42,2.6,2.5,2.5,1,1,"Did not vote, didn't believe in either candidate",5,5,2,2,2,2,2,2,,25,25,25,25,5,9,4,1,1,20,"2,4",3,,7,1,20,1,2,4,3,didnotvote,2,3,2
49,37,3.5,3,3.5,3.5,3.375,6,5.75,7,5.166666667,3.6,3.2,2.9,1,1,1,2.3,,2,2.25,5,0,1,Hillary Clinton,1,3,2,2,2,2,2,2,,40,0,40,20,2,14,2,4,2,,2,3,,2,1,23,0,1,2,2,Clinton,2,1,3
65,39,3.5,3,3.5,3,3.25,6,6.25,6.75,5.333333333,4.333333333,3.6,3.5,6.666666667,3,2,2.9,,3.8,2.75,3,0,1,Clinton,4,4,2,2,1,2,1,2,,20,30,45,5,4,14,2,1,2,,2,3,,7,1,23,0,1,2,1,Clinton,2,1,3
74,37,4,4,4,3.5,3.875,4,5.25,4.5,4.5,3.733333333,3.6,3.5,1.666666667,1,1.25,3.6,34,4.6,3.75,3.5,0,1,Clinton,3,3,2,2,2,2,2,2,,30,20,20,30,5,12,4,1,1,,"2,4",3,,6,1,25,0,1,4,3,Clinton,2,1,3
61,60,3.5,3.5,4,3,3.5,6.75,6.75,7,6,4.266666667,2.7,2.8,1,1,1.25,2.5,40,2.8,2.5,4,0,1,Sanders,3,5,2,2,2,2,2,2,,40,5,25,30,4,6,3,1,2,,2,3,,4,1,23,0,1,2,3,Sanders,2,1,3
62,39,4,3,2.5,4,3.375,6.25,5.75,5.75,4.833333333,3.666666667,2.6,3,2,0,2,2.9,,3.2,4.25,2.5,0,1,Clinton,4,1,2,2,2,2,2,,,25,30,10,35,3,12,4,1,2,,"3,5,7",3,,3,1,25,0,1,2,2,Clinton,2,1,3
55,50,3,2.5,3,3.5,3,4.75,5,7,6.5,3.666666667,3.9,3.6,4.666666667,9,1.25,1.5,42,3.4,2.5,5,0,1,Kasich,3,4,2,2,2,2,2,2,,35,30,20,15,5,9,4,2,2,,"2,4",3,,6,1,25,0,1,5,6,Kasich,2,1,3
65,43,3,3.5,3.5,4,3.5,6.25,6.25,5.25,3.166666667,4.733333333,3.6,2.8,4,6,2.75,4,,3.4,3.25,3.5,1,1,Bernie Sanders,4,3,2,2,2,2,2,2,,50,30,15,5,5,9,4,1,2,,"2,3,4,5,6",3,,7,1,22,0,1,4,2,Sanders,2,3,3
